	gene_short_name
Mrps34	Mrps34
Nme3	Nme3
Hn1l	Hn1l
Cramp1l	Cramp1l
Ift140	Ift140
Tmem204	Tmem204
Telo2	Telo2
Ptx4	Ptx4
Clcn7	Clcn7
Ccdc154	Ccdc154
BC003965	BC003965
Unkl	Unkl
Gnptg	Gnptg
Tsr3	Tsr3
Baiap3	Baiap3
Ube2i	Ube2i
Prss34	Prss34
Prss28	Prss28
Prss29	Prss29
Tpsab1	Tpsab1
Tpsb2	Tpsb2
Tpsg1	Tpsg1
Cacna1h	Cacna1h
Tekt4	Tekt4
Sstr5	Sstr5
Sox8	Sox8
Lmf1	Lmf1
Gng13	Gng13
Chtf18	Chtf18
Rpusd1	Rpusd1
Mslnl	Mslnl
Msln	Msln
Narfl	Narfl
Haghl	Haghl
Ccdc78	Ccdc78
Fam173a	Fam173a
Metrn	Metrn
Gm26694	Gm26694
Fbxl16	Fbxl16
Wdr24	Wdr24
Jmjd8	Jmjd8
Stub1	Stub1
Rhbdl1	Rhbdl1
Gm20683	Gm20683
Rhot2	Rhot2
Wdr90	Wdr90
Fam195a	Fam195a
0610011F06Rik	0610011F06Rik
Wfikkn1	Wfikkn1
Rab40c	Rab40c
Pigq	Pigq
Nhlrc4	Nhlrc4
A930017K11Rik	A930017K11Rik
D630044L22Rik	D630044L22Rik
Capn15	Capn15
1700022N22Rik	1700022N22Rik
Rab11fip3	Rab11fip3
Decr2	Decr2
Nme4	Nme4
Gm8186	Gm8186
Tmem8	Tmem8
Mrpl28	Mrpl28
Axin1	Axin1
Pdia2	Pdia2
Arhgdig	Arhgdig
Rgs11	Rgs11
Fam234a	Fam234a
Luc7l	Luc7l
Neurl1b	Neurl1b
Dusp1	Dusp1
Gm8225	Gm8225
1700049J03Rik	1700049J03Rik
Ergic1	Ergic1
Gm17218	Gm17218
Atp6v0e	Atp6v0e
Crebrf	Crebrf
Bnip1	Bnip1
Nkx2-5	Nkx2-5
Gm17382	Gm17382
Gm20468	Gm20468
Kifc5b	Kifc5b
Phf1	Phf1
Cuta	Cuta
Syngap1	Syngap1
Zbtb9	Zbtb9
Ggnbp1	Ggnbp1
Bak1	Bak1
Itpr3	Itpr3
Itpr3os	Itpr3os
Uqcc2	Uqcc2
Ip6k3	Ip6k3
Lemd2	Lemd2
Gm26724	Gm26724
Gm10505	Gm10505
Grm4	Grm4
Hmga1	Hmga1
AI413582	AI413582
Nudt3	Nudt3
Rps10	Rps10
Gm15420	Gm15420
Pacsin1	Pacsin1
Spdef	Spdef
Gm15458	Gm15458
D17Wsu92e	D17Wsu92e
Snrpc	Snrpc
Uhrf1bp1	Uhrf1bp1
Taf11	Taf11
Anks1	Anks1
Gm15597	Gm15597
Gm15598	Gm15598
Tcp11	Tcp11
Scube3	Scube3
Zfp523	Zfp523
Def6	Def6
Ppard	Ppard
Fance	Fance
Rpl10a	Rpl10a
Tead3	Tead3
Tulp1	Tulp1
Fkbp5	Fkbp5
Gm20109	Gm20109
E230001N04Rik	E230001N04Rik
Armc12	Armc12
Clpsl2	Clpsl2
Clps	Clps
Lhfpl5	Lhfpl5
Srpk1	Srpk1
Slc26a8	Slc26a8
Mapk14	Mapk14
Mapk13	Mapk13
Brpf3	Brpf3
Pnpla1os	Pnpla1os
Pnpla1	Pnpla1
4930539E08Rik	4930539E08Rik
1700030A11Rik	1700030A11Rik
Gm16191	Gm16191
Pxt1	Pxt1
Kctd20	Kctd20
Stk38	Stk38
Gm16196	Gm16196
Gm16195	Gm16195
Srsf3	Srsf3
Trp53cor1	Trp53cor1
Cdkn1a	Cdkn1a
Gm16194	Gm16194
Rab44	Rab44
Cpne5	Cpne5
Ppil1	Ppil1
BC004004	BC004004
Pi16	Pi16
Mtch1	Mtch1
Fgd2	Fgd2
Gm26885	Gm26885
Pim1	Pim1
Gm17657	Gm17657
Tmem217	Tmem217
Tbc1d22b	Tbc1d22b
Tbc1d22bos	Tbc1d22bos
Rnf8	Rnf8
Gm28043	Gm28043
Cmtr1	Cmtr1
Ccdc167	Ccdc167
Mdga1	Mdga1
Zfand3	Zfand3
Btbd9	Btbd9
Glo1	Glo1
1700097N02Rik	1700097N02Rik
Dnah8	Dnah8
Glp1r	Glp1r
Umodl1	Umodl1
Abcg1	Abcg1
Tff3	Tff3
Tff2	Tff2
Gm15318	Gm15318
Tff1	Tff1
Tmprss3	Tmprss3
Ubash3a	Ubash3a
Rsph1	Rsph1
Slc37a1	Slc37a1
Pde9a	Pde9a
Wdr4	Wdr4
Ndufv3	Ndufv3
4833413E03Rik	4833413E03Rik
Pknox1	Pknox1
Cbs	Cbs
U2af1	U2af1
Cryaa	Cryaa
Sik1	Sik1
Hsf2bp	Hsf2bp
Rrp1b	Rrp1b
Gm17276	Gm17276
Notch3	Notch3
Ephx3	Ephx3
Brd4	Brd4
Gm26549	Gm26549
Akap8	Akap8
Akap8l	Akap8l
Wiz	Wiz
Gm26858	Gm26858
Rasal3	Rasal3
Pglyrp2	Pglyrp2
Cyp4f39	Cyp4f39
Cyp4f17	Cyp4f17
Cyp4f16	Cyp4f16
Cyp4f37	Cyp4f37
Cyp4f40	Cyp4f40
Cyp4f15	Cyp4f15
Zfp871	Zfp871
Gm17115	Gm17115
Zfp811	Zfp811
Gm26693	Gm26693
Zfp799	Zfp799
Zfp870	Zfp870
Cyp4f14	Cyp4f14
Cyp4f13	Cyp4f13
Zfp472	Zfp472
Zfp952	Zfp952
Zfp763	Zfp763
4921501E09Rik	4921501E09Rik
Zfp563	Zfp563
Morc2b	Morc2b
Olfr55	Olfr55
Olfr239	Olfr239
Gm4461	Gm4461
Zfp955a	Zfp955a
Olfr63	Olfr63
Zfp955b	Zfp955b
Zfp81	Zfp81
Zfp101	Zfp101
Actl9	Actl9
Adamts10	Adamts10
Myo1f	Myo1f
Zfp414	Zfp414
Pram1	Pram1
Hnrnpm	Hnrnpm
March2	March2
Rab11b	Rab11b
Angptl4	Angptl4
4931413I07Rik	4931413I07Rik
Kank3	Kank3
Rps28	Rps28
Ndufa7	Ndufa7
Cd320	Cd320
Kifc1	Kifc1
Platr17	Platr17
BC051226	BC051226
Daxx	Daxx
Tapbp	Tapbp
Zbtb22	Zbtb22
Gm19412	Gm19412
Rgl2	Rgl2
Pfdn6	Pfdn6
Wdr46	Wdr46
B3galt4	B3galt4
Rps18	Rps18
Vps52	Vps52
H2-K1	H2-K1
Ring1	Ring1
Gm26940	Gm26940
H2-Ke6	H2-Ke6
Slc39a7	Slc39a7
Rxrb	Rxrb
Col11a2	Col11a2
BC051537	BC051537
H2-Oa	H2-Oa
Brd2	Brd2
H2-DMa	H2-DMa
H2-DMb2	H2-DMb2
H2-DMb1	H2-DMb1
Psmb9	Psmb9
Tap1	Tap1
Psmb8	Psmb8
Gm20496	Gm20496
Tap2	Tap2
Gm15821	Gm15821
H2-Ob	H2-Ob
Gm20506	Gm20506
H2-Ab1	H2-Ab1
H2-Aa	H2-Aa
Gm20513	Gm20513
H2-Eb1	H2-Eb1
H2-Eb2	H2-Eb2
Btnl2	Btnl2
Btnl1	Btnl1
BC051142	BC051142
Btnl4	Btnl4
Btnl6	Btnl6
Notch4	Notch4
Gpsm3	Gpsm3
Pbx2	Pbx2
Ager	Ager
Rnf5	Rnf5
Gm20463	Gm20463
Agpat1	Agpat1
Egfl8	Egfl8
Ppt2	Ppt2
Prrt1	Prrt1
Gm20461	Gm20461
Fkbpl	Fkbpl
Atf6b	Atf6b
Tnxb	Tnxb
C4b	C4b
Cyp21a1	Cyp21a1
Stk19	Stk19
Dxo	Dxo
Skiv2l	Skiv2l
Nelfe	Nelfe
Cfb	Cfb
Gm20547	Gm20547
C2	C2
Zbtb12	Zbtb12
Ehmt2	Ehmt2
Slc44a4	Slc44a4
Neu1	Neu1
Hspa1b	Hspa1b
Hspa1a	Hspa1a
Gm20481	Gm20481
Hspa1l	Hspa1l
Gm10501	Gm10501
Lsm2	Lsm2
Vars	Vars
Vwa7	Vwa7
Sapcd1	Sapcd1
Msh5	Msh5
Clic1	Clic1
Ddah2	Ddah2
G6b	G6b
Ly6g6c	Ly6g6c
Ly6g6d	Ly6g6d
Ly6g6e	Ly6g6e
Ly6g6f	Ly6g6f
Abhd16a	Abhd16a
Ly6g5c	Ly6g5c
Ly6g5b	Ly6g5b
Csnk2b	Csnk2b
Gpank1	Gpank1
Gm20522	Gm20522
D17H6S53E	D17H6S53E
Apom	Apom
Bag6	Bag6
Prrc2a	Prrc2a
Gm17705	Gm17705
Aif1	Aif1
Lst1	Lst1
Ltb	Ltb
Tnf	Tnf
Lta	Lta
Nfkbil1	Nfkbil1
Gm16181	Gm16181
Atp6v1g2	Atp6v1g2
Ddx39b	Ddx39b
H2-D1	H2-D1
H2-Q1	H2-Q1
H2-Q2	H2-Q2
Gm11131	Gm11131
H2-Q4	H2-Q4
H2-Q6	H2-Q6
H2-Q7	H2-Q7
H2-Q10	H2-Q10
Pou5f1	Pou5f1
Gm19553	Gm19553
Tcf19	Tcf19
Cchcr1	Cchcr1
Psors1c2	Psors1c2
Cdsn	Cdsn
2300002M23Rik	2300002M23Rik
Sfta2	Sfta2
Gm9573	Gm9573
Dpcr1	Dpcr1
Gm20483	Gm20483
Vars2	Vars2
Gtf2h4	Gtf2h4
Ddr1	Ddr1
Gm4577	Gm4577
Gm20443	Gm20443
Gm20442	Gm20442
4833427F10Rik	4833427F10Rik
Ier3	Ier3
Flot1	Flot1
Tubb5	Tubb5
Mdc1	Mdc1
Ppp1r18os	Ppp1r18os
Nrm	Nrm
Ppp1r18	Ppp1r18
Dhx16	Dhx16
2310061I04Rik	2310061I04Rik
Gm16279	Gm16279
Atat1	Atat1
Mrps18b	Mrps18b
Ppp1r10	Ppp1r10
Abcf1	Abcf1
Prr3	Prr3
Gnl1	Gnl1
Gm20508	Gm20508
A930015D03Rik	A930015D03Rik
H2-T24	H2-T24
H2-T23	H2-T23
H2-T22	H2-T22
Gm6034	Gm6034
Gm11127	Gm11127
Gm7030	Gm7030
BC023719	BC023719
Gm19684	Gm19684
2410017I17Rik	2410017I17Rik
Gm8909	Gm8909
Gm20478	Gm20478
H2-T3	H2-T3
Gm20546	Gm20546
Rpp21	Rpp21
Trim39	Trim39
H2-M10.2	H2-M10.2
H2-M10.1	H2-M10.1
H2-M10.3	H2-M10.3
H2-M10.4	H2-M10.4
H2-M11	H2-M11
H2-M9	H2-M9
H2-M1	H2-M1
H2-M10.5	H2-M10.5
H2-M10.6	H2-M10.6
Trim26	Trim26
Trim15	Trim15
Trim10	Trim10
Trim40	Trim40
Trim31	Trim31
1700031A10Rik	1700031A10Rik
Rnf39	Rnf39
Ppp1r11	Ppp1r11
Znrd1	Znrd1
Znrd1as	Znrd1as
2410137M14Rik	2410137M14Rik
H2-M5	H2-M5
Zfp57	Zfp57
Mog	Mog
Gabbr1	Gabbr1
Olfr90	Olfr90
Olfr91	Olfr91
Olfr92	Olfr92
Olfr93	Olfr93
Gm20497	Gm20497
Ubd	Ubd
Olfr94	Olfr94
Olfr95	Olfr95
Olfr96	Olfr96
Olfr97	Olfr97
Olfr98	Olfr98
H2-M3	H2-M3
Olfr99	Olfr99
Olfr101	Olfr101
Olfr102	Olfr102
Olfr103	Olfr103
Olfr107	Olfr107
Olfr108	Olfr108
Olfr108.1	Olfr108.1
Olfr109	Olfr109
H2-M2	H2-M2
Olfr110	Olfr110
Olfr111	Olfr111
Olfr112	Olfr112
Olfr113	Olfr113
Olfr114	Olfr114
Olfr115	Olfr115
Olfr126	Olfr126
Olfr116	Olfr116
Olfr117	Olfr117
Olfr118	Olfr118
Olfr119	Olfr119
Olfr120	Olfr120
Olfr121	Olfr121
Olfr122	Olfr122
Olfr123	Olfr123
Gm20524	Gm20524
Olfr124	Olfr124
Olfr125	Olfr125
Olfr126.1	Olfr126.1
Olfr127	Olfr127
Olfr128	Olfr128
Olfr761	Olfr761
Olfr129	Olfr129
Olfr130	Olfr130
Olfr131	Olfr131
Olfr132	Olfr132
Olfr133	Olfr133
Olfr134	Olfr134
Olfr135	Olfr135
Olfr138	Olfr138
Olfr137	Olfr137
Olfr136	Olfr136
Esp36	Esp36
Esp34	Esp34
Esp31	Esp31
Esp24	Esp24
Gm21903	Gm21903
Esp23	Esp23
Esp18	Esp18
Esp16	Esp16
Esp15	Esp15
Gm26917	Gm26917
Gm42418	Gm42418
AY036118	AY036118
Esp38	Esp38
Pgk2	Pgk2
Crisp3	Crisp3
Crisp1	Crisp1
Esp8	Esp8
Esp6Esp5	Esp6Esp5
Esp6	Esp6
Esp4	Esp4
Esp3	Esp3
Esp1	Esp1
Crisp2	Crisp2
Rhag	Rhag
9130008F23Rik	9130008F23Rik
Glyatl3	Glyatl3
Cenpq	Cenpq
Mut	Mut
Ptchd4	Ptchd4
Opn5	Opn5
Adgrf4	Adgrf4
Adgrf2	Adgrf2
Cd2ap	Cd2ap
Tnfrsf21	Tnfrsf21
Adgrf1	Adgrf1
Adgrf5	Adgrf5
Mep1a	Mep1a
Ankrd66	Ankrd66
Pla2g7	Pla2g7
1700071M16Rik	1700071M16Rik
Tdrd6	Tdrd6
Slc25a27	Slc25a27
Cyp39a1	Cyp39a1
Rcan2	Rcan2
Enpp5	Enpp5
Enpp4	Enpp4
Clic5	Clic5
Runx2	Runx2
Runx2os3	Runx2os3
Runx2os2	Runx2os2
Runx2os1	Runx2os1
Supt3	Supt3
Cdc5l	Cdc5l
B230354K17Rik	B230354K17Rik
Spats1	Spats1
Aars2	Aars2
Tcte1	Tcte1
Tmem151b	Tmem151b
Nfkbie	Nfkbie
Slc35b2	Slc35b2
Hsp90ab1	Hsp90ab1
Slc29a1	Slc29a1
Gm17080	Gm17080
Gm7325	Gm7325
Capn11	Capn11
Tmem63b	Tmem63b
Gm16172	Gm16172
Mrpl14	Mrpl14
1600014C23Rik	1600014C23Rik
F630040K05Rik	F630040K05Rik
Vegfa	Vegfa
Mrps18a	Mrps18a
Rsph9	Rsph9
Mad2l1bp	Mad2l1bp
Gtpbp2	Gtpbp2
Polh	Polh
Xpo5	Xpo5
Polr1c	Polr1c
Yipf3	Yipf3
Lrrc73	Lrrc73
Tjap1	Tjap1
Gm26785	Gm26785
Dlk2	Dlk2
Abcc10	Abcc10
Zfp318	Zfp318
Crip3	Crip3
Slc22a7	Slc22a7
Gm5093	Gm5093
Ttbk1	Ttbk1
Gm26904	Gm26904
Dnph1	Dnph1
Cul9	Cul9
Srf	Srf
Ptk7	Ptk7
Klc4	Klc4
Mrpl2	Mrpl2
Cul7	Cul7
Rrp36	Rrp36
Klhdc3	Klhdc3
Mea1	Mea1
Ppp2r5d	Ppp2r5d
Pex6	Pex6
Gnmt	Gnmt
Cnpy3	Cnpy3
Ptcra	Ptcra
2310039H08Rik	2310039H08Rik
Rpl7l1	Rpl7l1
Gltscr1l	Gltscr1l
A330017A19Rik	A330017A19Rik
Tbcc	Tbcc
Prph2	Prph2
Ubr2	Ubr2
Gm16494	Gm16494
Mrps10	Mrps10
Guca1b	Guca1b
Guca1a	Guca1a
Gm5814	Gm5814
1700001C19Rik	1700001C19Rik
AI661453	AI661453
Taf8	Taf8
Ccnd3	Ccnd3
Bysl	Bysl
Med20	Med20
Gm20517	Gm20517
Usp49	Usp49
Tomm6	Tomm6
Gm21981	Gm21981
Tomm6os	Tomm6os
Prickle4	Prickle4
Frs3	Frs3
Frs3os	Frs3os
Pgc	Pgc
Tfeb	Tfeb
Mdfi	Mdfi
Foxp4	Foxp4
Gm15556	Gm15556
1700122O11Rik	1700122O11Rik
1700067P10Rik	1700067P10Rik
9830107B12Rik	9830107B12Rik
A530064D06Rik	A530064D06Rik
Trem1	Trem1
Trem3	Trem3
Treml4	Treml4
Treml2	Treml2
B430306N03Rik	B430306N03Rik
Trem2	Trem2
Treml1	Treml1
Nfya	Nfya
Oard1	Oard1
Apobec2	Apobec2
Tspo2	Tspo2
Unc5cl	Unc5cl
Lrfn2	Lrfn2
1700008K24Rik	1700008K24Rik
Mocs1	Mocs1
Daam2	Daam2
Kif6	Kif6
Gm16555	Gm16555
Gm16554	Gm16554
Rftn1	Rftn1
AY702103	AY702103
Dazl	Dazl
Plcl2	Plcl2
Gm7334	Gm7334
Tbc1d5	Tbc1d5
Satb1	Satb1
Gm19585	Gm19585
Gm27217	Gm27217
Kcnh8	Kcnh8
Efhb	Efhb
Rab5a	Rab5a
Pp2d1	Pp2d1
Kat2b	Kat2b
Sgol1	Sgol1
4932415M13Rik	4932415M13Rik
Sult1c2	Sult1c2
Sult1c1	Sult1c1
Slc5a7	Slc5a7
1700025K24Rik	1700025K24Rik
St6gal2	St6gal2
Gm26547	Gm26547
Vmn2r118	Vmn2r118
Pot1b	Pot1b
Adgre4	Adgre4
Zfp119a	Zfp119a
Zfp959	Zfp959
Zfp119b	Zfp119b
Ebi3	Ebi3
Gm16712	Gm16712
Ccdc94	Ccdc94
Shd	Shd
Fsd1	Fsd1
Stap2	Stap2
Mpnd	Mpnd
Sh3gl1	Sh3gl1
Chaf1a	Chaf1a
Ubxn6	Ubxn6
Hdgfrp2	Hdgfrp2
Plin4	Plin4
Plin5	Plin5
Lrg1	Lrg1
Sema6b	Sema6b
Tnfaip8l1	Tnfaip8l1
Mydgf	Mydgf
Dpp9	Dpp9
Fem1a	Fem1a
Ticam1	Ticam1
Plin3	Plin3
Arrdc5	Arrdc5
Uhrf1	Uhrf1
Kdm4b	Kdm4b
Ptprs	Ptprs
Znrf4	Znrf4
Safb2	Safb2
Safb	Safb
2410015M20Rik	2410015M20Rik
Rpl36	Rpl36
Lonp1	Lonp1
Catsperd	Catsperd
Ranbp3	Ranbp3
Vmac	Vmac
Ndufa11	Ndufa11
Nrtn	Nrtn
Dus3l	Dus3l
Prr22	Prr22
Rfx2	Rfx2
Acsbg2	Acsbg2
1700061G19Rik	1700061G19Rik
Mllt1	Mllt1
Acer1	Acer1
Clpp	Clpp
Alkbh7	Alkbh7
Pspn	Pspn
Gtf2f1	Gtf2f1
Khsrp	Khsrp
Slc25a41	Slc25a41
Gm17168	Gm17168
Slc25a23	Slc25a23
Crb3	Crb3
Dennd1c	Dennd1c
Tubb4a	Tubb4a
Gm11110	Gm11110
Tnfsf9	Tnfsf9
Cd70	Cd70
Tnfsf14	Tnfsf14
C3	C3
Gpr108	Gpr108
Trip10	Trip10
Vav1	Vav1
Adgre1	Adgre1
Vmn2r120	Vmn2r120
Gm21834	Gm21834
Cntnap5c	Cntnap5c
Rpl7a-ps5	Rpl7a-ps5
Pdzph1	Pdzph1
Nudt12os	Nudt12os
Nudt12	Nudt12
Gm29051	Gm29051
Efna5	Efna5
Fbxl17	Fbxl17
A930002H24Rik	A930002H24Rik
Fer	Fer
Pja2	Pja2
AU016765	AU016765
Man2a1	Man2a1
Gm17133	Gm17133
4930583I09Rik	4930583I09Rik
Tmem232	Tmem232
Vapa	Vapa
Txndc2	Txndc2
Rab31	Rab31
Ppp4r1	Ppp4r1
Ralbp1	Ralbp1
Twsg1	Twsg1
Ankrd12	Ankrd12
Ndufv2	Ndufv2
Wash1	Wash1
Ddx11	Ddx11
Mtcl1	Mtcl1
Rab12	Rab12
Themis3	Themis3
Ptprm	Ptprm
Lrrc30	Lrrc30
Lama1	Lama1
Arhgap28	Arhgap28
L3mbtl4	L3mbtl4
Tmem200c	Tmem200c
Epb41l3	Epb41l3
2410021H03Rik	2410021H03Rik
Zbtb14	Zbtb14
A930029G22Rik	A930029G22Rik
C030034I22Rik	C030034I22Rik
A330050F15Rik	A330050F15Rik
Dlgap1	Dlgap1
5031415H12Rik	5031415H12Rik
Gm20703	Gm20703
Tgif1	Tgif1
Gm28727	Gm28727
Gm26510	Gm26510
Gm26561	Gm26561
Gm16519	Gm16519
Myl12b	Myl12b
Myl12a	Myl12a
Myom1	Myom1
Lpin2	Lpin2
Emilin2	Emilin2
Smchd1	Smchd1
Gm4707	Gm4707
Ndc80	Ndc80
Spdya	Spdya
Wdr43	Wdr43
Fam179a	Fam179a
Gm15641	Gm15641
BC027072	BC027072
Clip4	Clip4
Alk	Alk
Ypel5	Ypel5
Lbh	Lbh
Lclat1	Lclat1
Capn13	Capn13
Galnt14	Galnt14
Ehd3	Ehd3
Xdh	Xdh
Srd5a2	Srd5a2
Memo1	Memo1
Dpy30	Dpy30
Spast	Spast
Slc30a6	Slc30a6
Nlrc4	Nlrc4
Yipf4	Yipf4
Birc6	Birc6
Gm26749	Gm26749
Ttc27	Ttc27
Ltbp1	Ltbp1
Rasgrp3	Rasgrp3
Fam98a	Fam98a
Crim1	Crim1
Fez2	Fez2
Gm10093	Gm10093
Vit	Vit
Strn	Strn
Heatr5b	Heatr5b
Gpatch11	Gpatch11
Eif2ak2	Eif2ak2
Gm26637	Gm26637
Sult6b1	Sult6b1
Cebpzos	Cebpzos
Cebpz	Cebpz
Ndufaf7	Ndufaf7
Prkd3	Prkd3
Qpct	Qpct
Cdc42ep3	Cdc42ep3
Gm17315	Gm17315
Rmdn2	Rmdn2
4921513D11Rik	4921513D11Rik
Cyp1b1	Cyp1b1
Atl2	Atl2
Hnrnpll	Hnrnpll
Galm	Galm
Srsf7	Srsf7
Ttc39d	Ttc39d
Gemin6	Gemin6
Dhx57	Dhx57
Morn2	Morn2
Arhgef33	Arhgef33
Gm10190	Gm10190
Sos1	Sos1
Cdkl4	Cdkl4
Map4k3	Map4k3
Tmem178	Tmem178
Thumpd2	Thumpd2
Slc8a1	Slc8a1
Gm11096	Gm11096
Gm6594	Gm6594
Gm29052	Gm29052
Pkdcc	Pkdcc
Eml4	Eml4
Cox7a2l	Cox7a2l
Kcng3	Kcng3
Mta3	Mta3
Haao	Haao
C430042M11Rik	C430042M11Rik
Zfp36l2	Zfp36l2
Thada	Thada
Plekhh2	Plekhh2
Dync2li1	Dync2li1
Abcg5	Abcg5
Abcg8	Abcg8
Lrpprc	Lrpprc
1110020A21Rik	1110020A21Rik
Ppm1b	Ppm1b
Slc3a1	Slc3a1
Prepl	Prepl
Camkmt	Camkmt
Six3	Six3
Gm28528	Gm28528
Six2	Six2
Gm29418	Gm29418
Srbd1	Srbd1
Prkce	Prkce
2010106C02Rik	2010106C02Rik
Gm10309	Gm10309
Epas1	Epas1
Gm29168	Gm29168
Tmem247	Tmem247
Atp6v1e2	Atp6v1e2
Rhoq	Rhoq
Pigf	Pigf
Cript	Cript
Socs5	Socs5
Mcfd2	Mcfd2
4833418N02Rik	4833418N02Rik
Ttc7	Ttc7
Gm15978	Gm15978
0610012D04Rik	0610012D04Rik
1700011E24Rik	1700011E24Rik
Calm2	Calm2
Gm28676	Gm28676
Epcam	Epcam
Msh2	Msh2
Kcnk12	Kcnk12
Rpl36-ps4	Rpl36-ps4
Msh6	Msh6
Fbxo11	Fbxo11
Gm26612	Gm26612
Foxn2	Foxn2
Ppp1r21	Ppp1r21
Ston1	Ston1
Gtf2a1l	Gtf2a1l
Lhcgr	Lhcgr
Fshr	Fshr
Gm10184	Gm10184
Nrxn1	Nrxn1
Gm10308	Gm10308
Gm6741	Gm6741
Gm15404	Gm15404
Adcyap1	Adcyap1
Mettl4	Mettl4
Gm1976	Gm1976
Gm26734	Gm26734
Gm20939	Gm20939
Gm29277	Gm29277
Gm29089	Gm29089
Zfy1	Zfy1
Uba1y	Uba1y
Gm28588	Gm28588
Gm28587	Gm28587
Kdm5d	Kdm5d
Eif2s3y	Eif2s3y
Gm29650	Gm29650
Uty	Uty
Ddx3y	Ddx3y
Usp9y	Usp9y
Zfy2	Zfy2
Gm6026	Gm6026
Sry	Sry
Gm16501	Gm16501
Gm4064	Gm4064
Rbmy	Rbmy
Gm10256	Gm10256
Gm10352	Gm10352
Gm29289	Gm29289
Gm21677	Gm21677
Gm21693	Gm21693
Gm21704	Gm21704
Gm21708	Gm21708
Gm3376	Gm3376
Gm28242	Gm28242
Gm28357	Gm28357
Gm29351	Gm29351
Gm29349	Gm29349
Gm20918	Gm20918
Gm29353	Gm29353
Gm21820	Gm21820
Gm29158	Gm29158
Gm21854	Gm21854
Gm20914	Gm20914
Gm28171	Gm28171
Gm28173	Gm28173
Gm29194	Gm29194
Gm21778	Gm21778
Gm29198	Gm29198
Gm29193	Gm29193
Gm28430	Gm28430
Gm21746	Gm21746
Gm28593	Gm28593
Gm20873	Gm20873
Gm28919	Gm28919
Gm21719	Gm21719
Gm28444	Gm28444
Gm20830	Gm20830
Gm28442	Gm28442
Gm28445	Gm28445
Gm28999	Gm28999
Gm21244	Gm21244
Gm28998	Gm28998
Gm28398	Gm28398
Gm28395	Gm28395
Gm21788	Gm21788
Gm28394	Gm28394
Gm28393	Gm28393
Gm20826	Gm20826
Gm28576	Gm28576
Gm28575	Gm28575
Gm28571	Gm28571
Gm28570	Gm28570
Gm29049	Gm29049
Gm20825	Gm20825
Gm29046	Gm29046
Gm29043	Gm29043
Gm29044	Gm29044
Gm20824	Gm20824
Gm28147	Gm28147
Gm28331	Gm28331
Gm20815	Gm20815
Gm29364	Gm29364
Gm29363	Gm29363
Gm21292	Gm21292
Gm21721	Gm21721
Gm29329	Gm29329
Gm21812	Gm21812
Gm21874	Gm21874
Gm20821	Gm20821
Gm21310	Gm21310
Gm28509	Gm28509
Gm20834	Gm20834
Gm28510	Gm28510
Gm20737	Gm20737
Gm21775	Gm21775
Gm21900	Gm21900
Gm29527	Gm29527
Gm29522	Gm29522
Gm20777	Gm20777
Gm28955	Gm28955
Gm28954	Gm28954
Gm20828	Gm20828
Gm28656	Gm28656
Gm29554	Gm29554
Gm20812	Gm20812
Gm37739	Gm37739
Gm20807	Gm20807
Gm38084	Gm38084
Gm37231	Gm37231
Gm21891	Gm21891
Gm21425	Gm21425
Gm37252	Gm37252
Gm21828	Gm21828
Gm21440	Gm21440
Gm21454	Gm21454
Gm37147	Gm37147
Gm38159	Gm38159
Gm21725	Gm21725
Gm37870	Gm37870
Gm37378	Gm37378
Gm21866	Gm21866
Gm20773	Gm20773
Gm37561	Gm37561
Gm37263	Gm37263
Gm21767	Gm21767
Gm37130	Gm37130
Gm37467	Gm37467
Gm38363	Gm38363
Gm30174	Gm30174
Gm30353	Gm30353
Gm30686	Gm30686
Gm30737	Gm30737
Gm37654	Gm37654
Gm37572	Gm37572
Gm37344	Gm37344
Gm37059	Gm37059
Gm31942	Gm31942
Gm37440	Gm37440
Gm37577	Gm37577
Gm20822	Gm20822
Gm21809	Gm21809
Gm20877	Gm20877
Gm38003	Gm38003
Rbm31y	Rbm31y
Gm37865	Gm37865
Gm36941	Gm36941
Gm21904	Gm21904
Gm37937	Gm37937
Gm20831	Gm20831
Gm20772	Gm20772
Gm37286	Gm37286
Srsy	Srsy
Gm38028	Gm38028
Gm21764	Gm21764
Ssty1	Ssty1
Gm38072	Gm38072
Gm37473	Gm37473
Gm37656	Gm37656
Gm38127	Gm38127
Gm38361	Gm38361
Gm38209	Gm38209
Gm21822	Gm21822
Gm37734	Gm37734
Gm38013	Gm38013
Gm37948	Gm37948
Gm34550	Gm34550
Gm37544	Gm37544
Gm34716	Gm34716
Gm37635	Gm37635
Gm35070	Gm35070
Gm35134	Gm35134
Gm37998	Gm37998
Gm38168	Gm38168
Gm37740	Gm37740
Gm36261	Gm36261
Gm37898	Gm37898
Gm36467	Gm36467
Gm37927	Gm37927
Gm36929	Gm36929
Gm38174	Gm38174
Gm29866	Gm29866
Gm36950	Gm36950
Gm20909	Gm20909
Gm20865	Gm20865
Gm37462	Gm37462
Gm38370	Gm38370
Gm38054	Gm38054
Gm37690	Gm37690
Gm31571	Gm31571
Gm32114	Gm32114
Gm37075	Gm37075
Gm38371	Gm38371
Gm37657	Gm37657
Gm37721	Gm37721
Gm21366	Gm21366
Gm33954	Gm33954
Gm37538	Gm37538
Gm34217	Gm34217
Gm37952	Gm37952
Gm37454	Gm37454
Gm37840	Gm37840
