	gene_short_name
Gm37574	Gm37574
Gm35670	Gm35670
Gm37687	Gm37687
Gm38296	Gm38296
Gm36345	Gm36345
Gm37157	Gm37157
Gm20809	Gm20809
Gm37434	Gm37434
Gm30045	Gm30045
Gm21921	Gm21921
Gm37112	Gm37112
Gm37071	Gm37071
Gm37547	Gm37547
Gm30705	Gm30705
Gm21773	Gm21773
Gm37451	Gm37451
Gm37875	Gm37875
Gm31422	Gm31422
Gm37798	Gm37798
Gm37346	Gm37346
Gm38136	Gm38136
Gm37808	Gm37808
Gm32181	Gm32181
Gm28853	Gm28853
Gm28852	Gm28852
Gm28858	Gm28858
Gm20890	Gm20890
Gm28245	Gm28245
Gm28246	Gm28246
Gm28249	Gm28249
Gm28250	Gm28250
Gm28244	Gm28244
Gm29021	Gm29021
Gm28880	Gm28880
Gm21488	Gm21488
Gm28454	Gm28454
Gm28878	Gm28878
Gm29399	Gm29399
Gm28799	Gm28799
Gm28798	Gm28798
Gm20894	Gm20894
Gm28938	Gm28938
Gm29122	Gm29122
Gm28985	Gm28985
Gm28725	Gm28725
Gm28984	Gm28984
Gm28987	Gm28987
Gm28986	Gm28986
Gm28129	Gm28129
Gm28127	Gm28127
Gm28128	Gm28128
Gm28132	Gm28132
Gm28130	Gm28130
Gm28131	Gm28131
Gm21679	Gm21679
Gm29316	Gm29316
Gm29315	Gm29315
Gm28216	Gm28216
Gm28217	Gm28217
Gm28092	Gm28092
Gm28091	Gm28091
Gm29580	Gm29580
Gm28089	Gm28089
Gm28088	Gm28088
Gm29579	Gm29579
Gm29582	Gm29582
Gm21529	Gm21529
Gm29581	Gm29581
Gm21539	Gm21539
Gm29578	Gm29578
Gm21780	Gm21780
Gm28486	Gm28486
Gm28487	Gm28487
Gm28488	Gm28488
Gm28491	Gm28491
Gm28490	Gm28490
Gm21562	Gm21562
Gm28298	Gm28298
Gm21572	Gm21572
Gm28297	Gm28297
Gm21723	Gm21723
Gm28296	Gm28296
Gm21821	Gm21821
Gm28295	Gm28295
Gm21842	Gm21842
Gm28170	Gm28170
Gm28764	Gm28764
Gm28762	Gm28762
Gm28763	Gm28763
Gm21094	Gm21094
Gm21588	Gm21588
Gm28761	Gm28761
Gm21599	Gm21599
Gm28765	Gm28765
Gm21916	Gm21916
Gm29191	Gm29191
Gm28210	Gm28210
Gm29074	Gm29074
Gm28518	Gm28518
Gm28519	Gm28519
Gm28520	Gm28520
Gm20838	Gm20838
Gm21626	Gm21626
Gm28521	Gm28521
Gm21633	Gm21633
Gm28522	Gm28522
Gm28517	Gm28517
Gm29532	Gm29532
Gm29531	Gm29531
Gm28464	Gm28464
Gm29656	Gm29656
Gm29655	Gm29655
Gm29653	Gm29653
Gm29654	Gm29654
Gm29080	Gm29080
Gm29081	Gm29081
Gm29077	Gm29077
Gm29078	Gm29078
Gm29225	Gm29225
Gm29226	Gm29226
Gm20855	Gm20855
Gm29386	Gm29386
Gm29384	Gm29384
Gm28260	Gm28260
Gm28264	Gm28264
Gm28463	Gm28463
Gm28585	Gm28585
Gm20896	Gm20896
Gm28470	Gm28470
Gm28469	Gm28469
Gm28332	Gm28332
Gm28333	Gm28333
Gm28336	Gm28336
Gm28338	Gm28338
Gm28811	Gm28811
Gm28810	Gm28810
Gm20835	Gm20835
Gm29027	Gm29027
Gm29028	Gm29028
Gm29023	Gm29023
Gm29025	Gm29025
Gm28212	Gm28212
Gm20905	Gm20905
Gm28820	Gm28820
Gm29671	Gm29671
Gm20738	Gm20738
Gm28545	Gm28545
Gm28547	Gm28547
Gm28771	Gm28771
Gm28772	Gm28772
Gm20897	Gm20897
Gm28774	Gm28774
Gm21732	Gm21732
Gm28775	Gm28775
Gm28176	Gm28176
Gm28786	Gm28786
Gm29360	Gm29360
Gm29497	Gm29497
Gm29498	Gm29498
Gm36782	Gm36782
Gm29839	Gm29839
Gm28595	Gm28595
Gm21865	Gm21865
Gm29433	Gm29433
Gm29215	Gm29215
Gm21882	Gm21882
Gm21801	Gm21801
Gm28850	Gm28850
Gm21914	Gm21914
Gm28617	Gm28617
Gm28619	Gm28619
Gm21852	Gm21852
Gm28993	Gm28993
Gm28994	Gm28994
Gm21797	Gm21797
Gm20795	Gm20795
Gm28427	Gm28427
Gm21800	Gm21800
Gm28426	Gm28426
Gm28425	Gm28425
Gm28834	Gm28834
Gm29537	Gm29537
Gm29274	Gm29274
Gm29275	Gm29275
Gm29276	Gm29276
Gm29645	Gm29645
Gm28312	Gm28312
Gm29042	Gm29042
Gm28311	Gm28311
Gm28310	Gm28310
Gm28568	Gm28568
Gm29286	Gm29286
Gm29285	Gm29285
Gm28280	Gm28280
Gm28278	Gm28278
Gm28279	Gm28279
Gm21739	Gm21739
Gm28886	Gm28886
Gm29426	Gm29426
Gm28887	Gm28887
Gm29444	Gm29444
Gm21783	Gm21783
Gm29445	Gm29445
Gm28457	Gm28457
Gm28458	Gm28458
Gm28461	Gm28461
Gm28460	Gm28460
Gm28851	Gm28851
Gm28456	Gm28456
Gm29648	Gm29648
Gm29646	Gm29646
Gm28549	Gm28549
Gm29210	Gm29210
Gm29213	Gm29213
Gm28550	Gm28550
Gm28604	Gm28604
Gm28565	Gm28565
Gm28566	Gm28566
Gm28697	Gm28697
Gm28554	Gm28554
Gm21256	Gm21256
Gm29056	Gm29056
Gm29098	Gm29098
Gm21170	Gm21170
Gm29373	Gm29373
Gm29370	Gm29370
Gm29166	Gm29166
Gm28194	Gm28194
Gm20792	Gm20792
Gm28754	Gm28754
Gm28753	Gm28753
Gm29070	Gm29070
Gm28553	Gm28553
Gm28726	Gm28726
Gm29270	Gm29270
Gm29271	Gm29271
Gm21209	Gm21209
Gm28681	Gm28681
Gm28684	Gm28684
Gm28679	Gm28679
Gm28870	Gm28870
Gm29511	Gm29511
Gm29117	Gm29117
Gm20883	Gm20883
Gm29116	Gm29116
Gm29321	Gm29321
Gm21117	Gm21117
Gm28317	Gm28317
Gm28318	Gm28318
Gm28313	Gm28313
Gm28315	Gm28315
Gm28316	Gm28316
Gm28944	Gm28944
Gm28945	Gm28945
Gm28947	Gm28947
Gm20920	Gm20920
Gm28948	Gm28948
Gm28950	Gm28950
Gm29063	Gm29063
Gm28197	Gm28197
Gm28735	Gm28735
Gm21258	Gm21258
Gm28732	Gm28732
Gm28733	Gm28733
Gm28233	Gm28233
Gm28235	Gm28235
Gm28236	Gm28236
Gm20747	Gm20747
Gm29250	Gm29250
Gm29252	Gm29252
Gm29248	Gm29248
Gm28908	Gm28908
Gm20929	Gm20929
Gm28276	Gm28276
Gm28274	Gm28274
Gm28291	Gm28291
Gm28293	Gm28293
Gm29305	Gm29305
Gm29303	Gm29303
Gm29557	Gm29557
Gm29301	Gm29301
Gm20931	Gm20931
Gm29555	Gm29555
Gm28355	Gm28355
Gm28352	Gm28352
Gm21858	Gm21858
Gm28201	Gm28201
Gm28202	Gm28202
Gm28206	Gm28206
Gm28207	Gm28207
Gm28208	Gm28208
Gm29222	Gm29222
Gm29221	Gm29221
Gm29220	Gm29220
Gm29405	Gm29405
Gm29406	Gm29406
Gm29404	Gm29404
Gm28964	Gm28964
Sly	Sly
Gm28709	Gm28709
Gm28965	Gm28965
Gm21943	Gm21943
Gm28532	Gm28532
Gm28966	Gm28966
Gm28961	Gm28961
Gm28962	Gm28962
Gm28963	Gm28963
Gm29466	Gm29466
Gm29467	Gm29467
Gm20963	Gm20963
Gm28326	Gm28326
Gm28325	Gm28325
Gm28284	Gm28284
Gm29368	Gm29368
Gm21861	Gm21861
Gm21413	Gm21413
Gm28073	Gm28073
Gm21419	Gm21419
Gm28074	Gm28074
Gm21428	Gm21428
Gm29672	Gm29672
Gm29131	Gm29131
Gm29130	Gm29130
Gm20978	Gm20978
Gm29132	Gm29132
Gm21450	Gm21450
Gm28889	Gm28889
Gm28890	Gm28890
Gm28891	Gm28891
Gm28691	Gm28691
Gm28692	Gm28692
Gm28690	Gm28690
Gm28689	Gm28689
Gm28687	Gm28687
Gm20987	Gm20987
1700040F15Rik	1700040F15Rik
Gm29207	Gm29207
Gm29204	Gm29204
Gm29206	Gm29206
Gm29203	Gm29203
Gm21497	Gm21497
Gm29612	Gm29612
Gm29343	Gm29343
Gm29342	Gm29342
Gm28600	Gm28600
Gm21518	Gm21518
Gm20823	Gm20823
Gm29547	Gm29547
Gm29209	Gm29209
Gm29549	Gm29549
Gm29421	Gm29421
Gm21627	Gm21627
Gm29060	Gm29060
Gm29061	Gm29061
Gm29625	Gm29625
Gm29628	Gm29628
Gm29622	Gm29622
Gm29265	Gm29265
Gm20908	Gm20908
Gm28252	Gm28252
Gm28254	Gm28254
Gm20924	Gm20924
Gm29457	Gm29457
Gm20736	Gm20736
Gm28561	Gm28561
Gm29584	Gm29584
Gm28134	Gm28134
Gm28135	Gm28135
Gm28133	Gm28133
Gm28137	Gm28137
Gm28138	Gm28138
Gm29379	Gm29379
Gm29380	Gm29380
Gm29381	Gm29381
Gm20852	Gm20852
Gm29003	Gm29003
Ssty2	Ssty2
Gm28612	Gm28612
Gm28613	Gm28613
Gm29219	Gm29219
Gm29632	Gm29632
Gm29082	Gm29082
Gm29217	Gm29217
Gm29636	Gm29636
Gm29662	Gm29662
Gm29660	Gm29660
Gm20937	Gm20937
Gm29450	Gm29450
Gm29449	Gm29449
Gm20816	Gm20816
Gm29446	Gm29446
Gm20817	Gm20817
Gm28633	Gm28633
Gm28462	Gm28462
Gm29409	Gm29409
Gm28632	Gm28632
Gm33815	Gm33815
Gm28824	Gm28824
Gm28081	Gm28081
Gm28079	Gm28079
Gm28082	Gm28082
Gm29644	Gm29644
Gm21118	Gm21118
Gm29423	Gm29423
Gm29425	Gm29425
Gm20888	Gm20888
Gm28238	Gm28238
Gm28431	Gm28431
Gm28432	Gm28432
Gm28842	Gm28842
Gm28839	Gm28839
Gm28668	Gm28668
Gm20869	Gm20869
Gm28482	Gm28482
Gm28485	Gm28485
Gm20870	Gm20870
Gm20843	Gm20843
Gm29182	Gm29182
Gm29255	Gm29255
Gm20903	Gm20903
Gm28259	Gm28259
Gm29616	Gm29616
Gm29108	Gm29108
Gm29110	Gm29110
Gm21913	Gm21913
Gm28174	Gm28174
Gm29416	Gm29416
Gm28789	Gm28789
Gm20814	Gm20814
Gm29278	Gm29278
Gm28606	Gm28606
Gm20850	Gm20850
Gm21776	Gm21776
Gm21173	Gm21173
Gm29313	Gm29313
Gm29311	Gm29311
Gm29309	Gm29309
Gm28702	Gm28702
Gm28701	Gm28701
Gm28704	Gm28704
Gm28540	Gm28540
Gm21650	Gm21650
Gm28541	Gm28541
Gm28538	Gm28538
Gm29569	Gm29569
Gm20867	Gm20867
Gm29568	Gm29568
Gm29566	Gm29566
Gm29565	Gm29565
Gm29564	Gm29564
Gm29146	Gm29146
Gm28664	Gm28664
Gm28663	Gm28663
Gm28817	Gm28817
Gm28816	Gm28816
Gm20806	Gm20806
Gm28813	Gm28813
Gm20917	Gm20917
Gm28421	Gm28421
Gm28422	Gm28422
Gm20916	Gm20916
Gm29606	Gm29606
Gm29190	Gm29190
Gm21760	Gm21760
Gm28157	Gm28157
Gm28696	Gm28696
Gm28898	Gm28898
Gm28897	Gm28897
Gm29324	Gm29324
Gm20911	Gm20911
Gm28741	Gm28741
Gm28743	Gm28743
Gm28124	Gm28124
Gm28126	Gm28126
Gm21317	Gm21317
Gm29472	Gm29472
Gm29473	Gm29473
Gm28226	Gm28226
Gm28225	Gm28225
Gm28827	Gm28827
Gm28832	Gm28832
Gm28472	Gm28472
Gm21095	Gm21095
Gm28475	Gm28475
Gm21394	Gm21394
Gm29338	Gm29338
Gm21409	Gm21409
Gm28758	Gm28758
Gm29071	Gm29071
Gm28348	Gm28348
Gm28972	Gm28972
Gm28970	Gm28970
Gm28971	Gm28971
Gm20854	Gm20854
Gm28346	Gm28346
Gm28345	Gm28345
Gm29090	Gm29090
Gm28152	Gm28152
Gm28823	Gm28823
Gm28220	Gm28220
Gm20820	Gm20820
Gm28218	Gm28218
Gm29302	Gm29302
Gm28440	Gm28440
Gm29091	Gm29091
Gm29297	Gm29297
Gm28365	Gm28365
Gm21477	Gm21477
Gm28367	Gm28367
Gm20906	Gm20906
Gm28109	Gm28109
Gm28108	Gm28108
Gm28104	Gm28104
Gm28103	Gm28103
Gm28102	Gm28102
Gm28718	Gm28718
Gm29162	Gm29162
Gm28866	Gm28866
Gm28405	Gm28405
Gm28406	Gm28406
Gm29436	Gm29436
Gm28977	Gm28977
Gm28407	Gm28407
Gm29392	Gm29392
Gm29393	Gm29393
Gm21294	Gm21294
Gm28672	Gm28672
Gm28670	Gm28670
Gm28673	Gm28673
Gm28674	Gm28674
Gm21996	Gm21996
Gm28930	Gm28930
Gm29504	Gm29504
Gm20837	Gm20837
Gm28300	Gm28300
Gm28301	Gm28301
Gm21860	Gm21860
Erdr1	Erdr1
Gm21748	Gm21748
Vmn1r238	Vmn1r238
Crem	Crem
Gm6225	Gm6225
Cul2	Cul2
G430049J08Rik	G430049J08Rik
Bambi	Bambi
Lyzl1	Lyzl1
Map3k8	Map3k8
Gm26865	Gm26865
Mtpap	Mtpap
9430020K01Rik	9430020K01Rik
Gm10556	Gm10556
Svil	Svil
Gm26682	Gm26682
Zfp438	Zfp438
Zeb1	Zeb1
Arhgap12	Arhgap12
Kif5b	Kif5b
Gm17036	Gm17036
Rpl27-ps3	Rpl27-ps3
Epc1	Epc1
Gm28529	Gm28529
4921524L21Rik	4921524L21Rik
Rab18	Rab18
Mkx	Mkx
Armc4	Armc4
Mpp7	Mpp7
Wac	Wac
Gm5819	Gm5819
Fzd8	Fzd8
Gjd4	Gjd4
Ccny	Ccny
Cetn1	Cetn1
Colec12	Colec12
Gm17430	Gm17430
Thoc1	Thoc1
Usp14	Usp14
Rock1	Rock1
Greb1l	Greb1l
Esco1	Esco1
Snrpd1	Snrpd1
Abhd3	Abhd3
4930563E18Rik	4930563E18Rik
Mib1	Mib1
Gm21747	Gm21747
1010001N08Rik	1010001N08Rik
Gata6	Gata6
Rbbp8	Rbbp8
Gm6277	Gm6277
Cables1	Cables1
Tmem241	Tmem241
Riok3	Riok3
3110002H16Rik	3110002H16Rik
Npc1	Npc1
Gm15956	Gm15956
Ankrd29	Ankrd29
Lama3	Lama3
Gm29200	Gm29200
Ttc39c	Ttc39c
Cabyr	Cabyr
Osbpl1a	Osbpl1a
Impact	Impact
Hrh4	Hrh4
Zfp521	Zfp521
Gm5160	Gm5160
Ss18	Ss18
Psma8	Psma8
Taf4b	Taf4b
Kctd1	Kctd1
Aqp4	Aqp4
Chst9	Chst9
Gm10036	Gm10036
Cdh2	Cdh2
Gm15485	Gm15485
Gm15328	Gm15328
1700001G01Rik	1700001G01Rik
Dsc3	Dsc3
Dsc2	Dsc2
Dsc1	Dsc1
Dsg1c	Dsg1c
Dsg1a	Dsg1a
Dsg1b	Dsg1b
Dsg4	Dsg4
Dsg3	Dsg3
Dsg2	Dsg2
Gm16090	Gm16090
Ttr	Ttr
Gm10269	Gm10269
B4galt6	B4galt6
Trappc8	Trappc8
Rnf125	Rnf125
Rnf138	Rnf138
Mep1b	Mep1b
Garem	Garem
Klhl14	Klhl14
4930426D05Rik	4930426D05Rik
Ccdc178	Ccdc178
Asxl3	Asxl3
Nol4	Nol4
Dtna	Dtna
Gm15972	Gm15972
Mapre2	Mapre2
Zfp397	Zfp397
Zscan30	Zscan30
Zfp35	Zfp35
Zfp24	Zfp24
Ino80c	Ino80c
Galnt1	Galnt1
2700062C07Rik	2700062C07Rik
Rprd1a	Rprd1a
Slc39a6	Slc39a6
Elp2	Elp2
Mocos	Mocos
Gm9955	Gm9955
Fhod3	Fhod3
Tpgs2	Tpgs2
AW554918	AW554918
Celf4	Celf4
Pik3c3	Pik3c3
Rit2	Rit2
Syt4	Syt4
Gm26658	Gm26658
Slc25a46	Slc25a46
B930094E09Rik	B930094E09Rik
Sap130	Sap130
Ammecr1l	Ammecr1l
Gm26533	Gm26533
Polr2d	Polr2d
Wdr33	Wdr33
Gm6665	Gm6665
Gm26823	Gm26823
Sft2d3	Sft2d3
Lims2	Lims2
Gpr17	Gpr17
Myo7b	Myo7b
Gm16344	Gm16344
Iws1	Iws1
Proc	Proc
Gm26717	Gm26717
Map3k2	Map3k2
Ercc3	Ercc3
A830052D11Rik	A830052D11Rik
Bin1	Bin1
RP24-254M13.1	RP24-254M13.1
Gypc	Gypc
4930455D15Rik	4930455D15Rik
Tslp	Tslp
Wdr36	Wdr36
2310026I22Rik	2310026I22Rik
Camk4	Camk4
Stard4	Stard4
Nrep	Nrep
Gm10549	Gm10549
Epb41l4aos	Epb41l4aos
Epb41l4a	Epb41l4a
Apc	Apc
Srp19	Srp19
Reep5	Reep5
Pkd2l2	Pkd2l2
Fam13b	Fam13b
Wnt8a	Wnt8a
Nme5	Nme5
4933408B17Rik	4933408B17Rik
Brd8	Brd8
Kif20a	Kif20a
Cdc23	Cdc23
Gfra3	Gfra3
Cdc25c	Cdc25c
Gm3550	Gm3550
2010110K18Rik	2010110K18Rik
Fam53c	Fam53c
Kdm3b	Kdm3b
Gm26538	Gm26538
Reep2	Reep2
Egr1	Egr1
Etf1	Etf1
Hspa9	Hspa9
Ctnna1	Ctnna1
Lrrtm2	Lrrtm2
Sil1	Sil1
Gm5239	Gm5239
Gm28285	Gm28285
Matr3	Matr3
Paip2	Paip2
Slc23a1	Slc23a1
Mzb1	Mzb1
Prob1	Prob1
Spata24	Spata24
Dnajc18	Dnajc18
1700066B19Rik	1700066B19Rik
Ecscr	Ecscr
Tmem173	Tmem173
Ube2d2a	Ube2d2a
Cxxc5	Cxxc5
Gm29417	Gm29417
Psd2	Psd2
Nrg2	Nrg2
Pura	Pura
Cystm1	Cystm1
Pfdn1	Pfdn1
Hbegf	Hbegf
Slc4a9	Slc4a9
Ankhd1	Ankhd1
Eif4ebp3	Eif4ebp3
Sra1	Sra1
Slc35a4	Slc35a4
E230025N22Rik	E230025N22Rik
Cd14	Cd14
Tmco6	Tmco6
Ndufa2	Ndufa2
Ik	Ik
Wdr55	Wdr55
Dnd1	Dnd1
Hars	Hars
Hars2	Hars2
Zmat2	Zmat2
Pcdha1	Pcdha1
Gm37751	Gm37751
Pcdha2	Pcdha2
Pcdha3	Pcdha3
Pcdha4	Pcdha4
Gm38225	Gm38225
Gm42416	Gm42416
Pcdha5	Pcdha5
Gm37753	Gm37753
Pcdha6	Pcdha6
Gm37013	Gm37013
Pcdha7	Pcdha7
Gm37388	Gm37388
Pcdha8	Pcdha8
Pcdha9	Pcdha9
Pcdha11	Pcdha11
Gm10545	Gm10545
Pcdha11.1	Pcdha11.1
Pcdha12	Pcdha12
Pcdhac1	Pcdhac1
Pcdhac2	Pcdhac2
Gm38097	Gm38097
Pcdhb1	Pcdhb1
Pcdhb2	Pcdhb2
Pcdhb3	Pcdhb3
Pcdhb4	Pcdhb4
Pcdhb5	Pcdhb5
Pcdhb6	Pcdhb6
Pcdhb7	Pcdhb7
Pcdhb8	Pcdhb8
Pcdhb9	Pcdhb9
Pcdhb10	Pcdhb10
Pcdhb11	Pcdhb11
Gm37446	Gm37446
Pcdhb12	Pcdhb12
Pcdhb13	Pcdhb13
Pcdhb14	Pcdhb14
Pcdhb15	Pcdhb15
Pcdhb16	Pcdhb16
Pcdhb17	Pcdhb17
Pcdhb18	Pcdhb18
Pcdhb19	Pcdhb19
Pcdhb20	Pcdhb20
Pcdhb21	Pcdhb21
Pcdhb22	Pcdhb22
4930517L18Rik	4930517L18Rik
Slc25a2	Slc25a2
Taf7	Taf7
3222401L13Rik	3222401L13Rik
Pcdhga1	Pcdhga1
Gm37118	Gm37118
Pcdhga2	Pcdhga2
Pcdhga3	Pcdhga3
Pcdhgb1	Pcdhgb1
Pcdhga4	Pcdhga4
Pcdhgb2	Pcdhgb2
Pcdhga5	Pcdhga5
Pcdhga6	Pcdhga6
Gm37165	Gm37165
Pcdhga7	Pcdhga7
Pcdhgb4	Pcdhgb4
Pcdhga8	Pcdhga8
Pcdhgb5	Pcdhgb5
Pcdhga9	Pcdhga9
Pcdhgb6	Pcdhgb6
Pcdhga10	Pcdhga10
Pcdhgb7	Pcdhgb7
Pcdhga11	Pcdhga11
Pcdhgb8	Pcdhgb8
Pcdhga12	Pcdhga12
BC037039	BC037039
Pcdhgc3	Pcdhgc3
Pcdhga8.1	Pcdhga8.1
Pcdhgc5	Pcdhgc5
Gm29994	Gm29994
Diaph1	Diaph1
Hdac3	Hdac3
Rell2	Rell2
Fchsd1	Fchsd1
Arap3	Arap3
Pcdh1	Pcdh1
1700086O06Rik	1700086O06Rik
0610009O20Rik	0610009O20Rik
Pcdh12	Pcdh12
Rnf14	Rnf14
Gnpda1	Gnpda1
Ndfip1	Ndfip1
Spry4	Spry4
Arhgap26	Arhgap26
Fgf1	Fgf1
Gm15334	Gm15334
Gm15336	Gm15336
Gm15337	Gm15337
Nr3c1	Nr3c1
Pabpc2	Pabpc2
Yipf5	Yipf5
2900055J20Rik	2900055J20Rik
Kctd16	Kctd16
Prelid2	Prelid2
Grxcr2	Grxcr2
Sh3rf2	Sh3rf2
Gm5689	Gm5689
Plac8l1	Plac8l1
Lars	Lars
Rbm27	Rbm27
Pou4f3	Pou4f3
Tcerg1	Tcerg1
Gpr151	Gpr151
Ppp2r2b	Ppp2r2b
4933407I08Rik	4933407I08Rik
Stk32a	Stk32a
Dpysl3	Dpysl3
Eif3j2	Eif3j2
Jakmip2	Jakmip2
Spink1	Spink1
Scgb3a2	Scgb3a2
Gm94	Gm94
Spink5	Spink5
Spink14	Spink14
Spink6	Spink6
Spink12	Spink12
Gm10267	Gm10267
Spinkl	Spinkl
Spink11	Spink11
Gm10542	Gm10542
Npy6r	Npy6r
Myot	Myot
Dcp2	Dcp2
Mcc	Mcc
A930012L18Rik	A930012L18Rik
Gm43425	Gm43425
Ythdc2	Ythdc2
Kcnn2	Kcnn2
A330093E20Rik	A330093E20Rik
Trim36	Trim36
Pggt1b	Pggt1b
Ccdc112	Ccdc112
Fem1c	Fem1c
Ticam2	Ticam2
Tmed7	Tmed7
Eif1a	Eif1a
Cdo1	Cdo1
Atg12	Atg12
Ap3s1	Ap3s1
Lvrn	Lvrn
Arl14epl	Arl14epl
Commd10	Commd10
Sema6a	Sema6a
Eno1b	Eno1b
1700044K03Rik	1700044K03Rik
Dtwd2	Dtwd2
1700065O20Rik	1700065O20Rik
Dmxl1	Dmxl1
Tnfaip8	Tnfaip8
Hsd17b4	Hsd17b4
Fam170a	Fam170a
Hdhd1a	Hdhd1a
Prr16	Prr16
Gm4950	Gm4950
Ftmt	Ftmt
Srfbp1	Srfbp1
Lox	Lox
Zfp474	Zfp474
1700034E13Rik	1700034E13Rik
Gykl1	Gykl1
Sncaip	Sncaip
Snx2	Snx2
Snx24	Snx24
Ppic	Ppic
Prdm6	Prdm6
Cep120	Cep120
Csnk1g3	Csnk1g3
Redrum	Redrum
Zfp608	Zfp608
Gm26742	Gm26742
Gm4221	Gm4221
Gramd3	Gramd3
Aldh7a1	Aldh7a1
Phax	Phax
Tex43	Tex43
Lmnb1	Lmnb1
March3	March3
Gm15345	Gm15345
C330018D20Rik	C330018D20Rik
Megf10	Megf10
Prrc1	Prrc1
Ctxn3	Ctxn3
1700011I03Rik	1700011I03Rik
Slc12a2	Slc12a2
Fbn2	Fbn2
Gm26507	Gm26507
Slc27a6	Slc27a6
Isoc1	Isoc1
Adamts19	Adamts19
A730017C20Rik	A730017C20Rik
Chsy3	Chsy3
Gm4951	Gm4951
Gm4841	Gm4841
F830016B08Rik	F830016B08Rik
Iigp1	Iigp1
Smim3	Smim3
Dctn4	Dctn4
Rbm22	Rbm22
Myoz3	Myoz3
Synpo	Synpo
Ndst1	Ndst1
Rps14	Rps14
Cd74	Cd74
Tcof1	Tcof1
Arsi	Arsi
Camk2a	Camk2a
Slc6a7	Slc6a7
Cdx1	Cdx1
Pdgfrb	Pdgfrb
Csf1r	Csf1r
Hmgxb3	Hmgxb3
Slc26a2	Slc26a2
Pde6a	Pde6a
Ppargc1b	Ppargc1b
Arhgef37	Arhgef37
Csnk1a1	Csnk1a1
Bvht	Bvht
Mir143hg	Mir143hg
Il17b	Il17b
Gm38165	Gm38165
Pcyox1l	Pcyox1l
Grpel2	Grpel2
1500015A07Rik	1500015A07Rik
Afap1l1	Afap1l1
Ablim3	Ablim3
Sh3tc2	Sh3tc2
Adrb2	Adrb2
Gm9949	Gm9949
Htr4	Htr4
Fbxo38	Fbxo38
Spink10	Spink10
Spink7	Spink7
Spink13	Spink13
Gm17732	Gm17732
2700046A07Rik	2700046A07Rik
Apcdd1	Apcdd1
Napg	Napg
Piezo2	Piezo2
Gm26972	Gm26972
Txnl1	Txnl1
Wdr7	Wdr7
St8sia3os	St8sia3os
St8sia3	St8sia3
Onecut2	Onecut2
Fech	Fech
Nars	Nars
Atp8b1	Atp8b1
Nedd4l	Nedd4l
Alpk2	Alpk2
Malt1	Malt1
Zfp532	Zfp532
Oacyl	Oacyl
Sec11c	Sec11c
Grp	Grp
Rax	Rax
Raxos1	Raxos1
Cplx4	Cplx4
Lman1	Lman1
Ccbe1	Ccbe1
Pmaip1	Pmaip1
Mc4r	Mc4r
Gnal	Gnal
Mppe1	Mppe1
Impa2	Impa2
Cidea	Cidea
Tubb6	Tubb6
Afg3l2	Afg3l2
Slmo1	Slmo1
Spire1	Spire1
Gm17669	Gm17669
Cep76	Cep76
Psmg2	Psmg2
Ptpn2	Ptpn2
Gm26910	Gm26910
Seh1l	Seh1l
Cep192	Cep192
Ldlrad4	Ldlrad4
Fam210a	Fam210a
Rnmt	Rnmt
Mc5r	Mc5r
Mc2r	Mc2r
4930546C10Rik	4930546C10Rik
Tcf4	Tcf4
Ccdc68	Ccdc68
1700061H18Rik	1700061H18Rik
4930448D08Rik	4930448D08Rik
Rab27b	Rab27b
Dynap	Dynap
4930503L19Rik	4930503L19Rik
Stard6	Stard6
Poli	Poli
Mbd2	Mbd2
Dcc	Dcc
Mex3c	Mex3c
Smad4	Smad4
Elac1	Elac1
Me2	Me2
Mro	Mro
Mapk4	Mapk4
D730045A05Rik	D730045A05Rik
Gm9925	Gm9925
Ska1	Ska1
Cxxc1	Cxxc1
Mbd1	Mbd1
Cfap53	Cfap53
Myo5b	Myo5b
1700120E14Rik	1700120E14Rik
Acaa2	Acaa2
Lipg	Lipg
Rpl17	Rpl17
BC031181	BC031181
Dym	Dym
Smad7	Smad7
Ctif	Ctif
Gm10532	Gm10532
1700034B16Rik	1700034B16Rik
Zbtb7c	Zbtb7c
Smad2	Smad2
Skor2	Skor2
Ier3ip1	Ier3ip1
Hdhd2	Hdhd2
Katnal2	Katnal2
Pias2	Pias2
Gm7276	Gm7276
St8sia5	St8sia5
Loxhd1	Loxhd1
Rnf165	Rnf165
8030462N17Rik	8030462N17Rik
A330094K24Rik	A330094K24Rik
Haus1	Haus1
Atp5a1	Atp5a1
Pstpip2	Pstpip2
Epg5	Epg5
Siglec15	Siglec15
Slc14a1	Slc14a1
Slc14a2	Slc14a2
Gm6133	Gm6133
Setbp1	Setbp1
Pard6g	Pard6g
Gm21886	Gm21886
Adnp2	Adnp2
Rbfa	Rbfa
Gm16286	Gm16286
Txnl4a	Txnl4a
Hsbp1l1	Hsbp1l1
Pqlc1	Pqlc1
Kcng2	Kcng2
Gm26676	Gm26676
Ctdp1	Ctdp1
Nfatc1	Nfatc1
Atp9b	Atp9b
Sall3	Sall3
Gm27239	Gm27239
4930594M17Rik	4930594M17Rik
Galr1	Galr1
Mbp	Mbp
Zfp236	Zfp236
2210420H20Rik	2210420H20Rik
4930445N18Rik	4930445N18Rik
Zfp516	Zfp516
1700095A13Rik	1700095A13Rik
Tshz1	Tshz1
Zadh2	Zadh2
Zfp407	Zfp407
Cndp1	Cndp1
